SKU,VA_Time,NVA_Time,Transport_Time,Wait_Time,Other_Time,Total_Time
SKU1,1.5256095957448566,0.0,0.5361005631609972,0.7245445950962488,0.0,2.786254754002102
SKU2,1.5228304223586486,0.0,0.5361014588899273,0.4231047954486162,0.0,2.482036676697192
SKU3,1.525054247581809,0.0,0.5360976201037618,0.4654049743138413,0.0,2.5265568419994118
SKU4,1.5233867807809542,0.0,0.5360981599324988,0.4599894373235273,0.0,2.5194743780369806
